PK;PK-5;11.5;28.0488%
;PK-3;6.66667;16.2602%
;PK-2;5;12.1951%
;PK-7;4;9.7561%
;PK-1;4.5;10.9756%
;PK-9;3.16667;7.72358%
;PK-6;3.16667;7.72358%
;PK-8;1.5;3.65854%
;PK-4;1.5;3.65854%;41;100%
