Id,Label
0,Выч сети сист и
1,Web-технологии
2,Аналитика больш
3,Английский язык
4,БД
5,БЖД
6,Бекэнд разработ
7,Проф деят
8,Высшая математи
9,Дискретная мате
10,Ин Яз
11,Инструментальны
12,Интеллектуальны
13,Интернет предпр
14,ИБЗИ
15,Информационное 
16,Информационные 
17,История России
18,Макроэкономика
19,Машинное обучен
20,Методы и технол
21,Методы оптимиза
22,Мобильные прило
23,Облачные технол
24,Ознакомительная
25,Операционные си
26,Основы проектно
27,Право
28,Прикладная физи
29,Прикладные инфо
30,Программировани
31,Проектирование 
32,Разработка инте
33,Системный анали
34,Теория алгоритм
35,Теория вероятно
36,Тестирование и 
37,Технологии визу
38,Технология разр
39,Управление IT п
40,Физ культ
41,Философия
42,Фронтэнд разраб
43,Эконометрика
44,Эффективная ком
45,Язык Python для
