Id,Label
4,Выч сети сист и_4
21,Web-технологии_7
36,Аналитика больш_8
47,Английский язык_5
48,Английский язык_6
59,БД_3
60,БД_4
73,БЖД_3
90,Бекэнд разработ_6
99,Проф деят_1
100,Проф деят_2
113,Высшая математи_1
114,Высшая математи_2
128,Дискретная мате_2
141,Ин Яз_1
142,Ин Яз_2
143,Ин Яз_3
144,Ин Яз_4
159,Инструментальны_5
174,Интеллектуальны_6
175,Интеллектуальны_7
189,Интернет предпр_7
200,ИБЗИ_4
216,Информационное _6
225,Информационные _1
239,История России_1
254,Макроэкономика_2
273,Машинное обучен_7
288,Методы и технол_8
299,Методы оптимиза_5
313,Мобильные прило_5
314,Мобильные прило_6
329,Облачные технол_7
338,Ознакомительная_2
353,Операционные си_3
367,Основы проектно_3
382,Право_4
393,Прикладная физи_1
394,Прикладная физи_2
395,Прикладная физи_3
396,Прикладная физи_4
397,Прикладная физи_5
398,Прикладная физи_6
412,Прикладные инфо_6
421,Программировани_1
422,Программировани_2
423,Программировани_3
437,Проектирование _3
438,Проектирование _4
453,Разработка инте_5
464,Системный анали_2
481,Теория алгоритм_5
493,Теория вероятно_3
511,Тестирование и _7
526,Технологии визу_8
539,Технология разр_7
552,Управление IT п_6
561,Физ культ_1
562,Физ культ_2
565,Физ культ_5
566,Физ культ_6
578,Философия_4
593,Фронтэнд разраб_5
606,Эконометрика_4
617,Эффективная ком_1
635,Язык Python для_5
636,Язык Python для_6
