,,ИД-3ПК-4,,корректирует требования к разрабатываемым оригинальным средствам  и системам автоматизации  в соответствии с современным уровнем  развития техники и технологии,-
,,,Б1.В.02,Интеллектуальные системы управления техническими объектами,
,,,Б1.В.03,Управление данными в производственных системах,
,,,Б2.О.03(П),Преддипломная практика,
,,,Б3.01(Д),"Выполнение, подготовка к процедуре защиты и защита выпускной квалификационной работы",
,ПК-5,,,Способен применять и разрабатывать техническую проектную документацию на средства и системы автоматизации в соответствии с имеющимися стандартами и техническими условиями,ПК
,,ИД-1ПК-5,,разрабатывает техническую документацию на средства и системы автоматизации при выполнении проектных работ,-
,,,Б1.В.02,Интеллектуальные системы управления техническими объектами,
,,,Б1.В.ДВ.01.01,Цифровизация проектирования технических систем,
,,,Б1.В.ДВ.01.02,Технология цифрового проектирования технических устройств,
,,,Б2.О.03(П),Преддипломная практика,
,,,Б3.01(Д),"Выполнение, подготовка к процедуре защиты и защита выпускной квалификационной работы",
,,ИД-2ПК-5,,использует техническую документацию на средства и системы автоматизации при испытаниях и эксплуатации,-
,,,Б1.О.17,Системы управления жизненным циклом продукции,
,,,Б1.В.01,Системы управления цифровым производством,
,,,Б1.В.ДВ.01.01,Цифровизация проектирования технических систем,
,,,Б1.В.ДВ.01.02,Технология цифрового проектирования технических устройств,
,,,Б3.01(Д),"Выполнение, подготовка к процедуре защиты и защита выпускной квалификационной работы",
,,ИД-3ПК-5,,актуализирует техническую документацию на средства и системы автоматизации  на всех этапах жизненного цикла,-
,,,Б1.О.17,Системы управления жизненным циклом продукции,
,,,Б1.В.01,Системы управления цифровым производством,
,,,Б1.В.ДВ.01.01,Цифровизация проектирования технических систем,
,,,Б1.В.ДВ.01.02,Технология цифрового проектирования технических устройств,
,,,Б2.О.03(П),Преддипломная практика,
,,,Б3.01(Д),"Выполнение, подготовка к процедуре защиты и защита выпускной квалификационной работы",
