Id,Label
1,Алгебра и геоме_1
20,Анализ больших _6
33,Английский язык_5
34,Английский язык_6
45,Архитектура инф_3
59,БЖД_3
78,Бизнес-процессы_8
85,Проф деят_1
86,Проф деят_2
105,Графический диз_7
114,Дискретная мате_2
127,Ин Яз_1
128,Ин Яз_2
129,Ин Яз_3
130,Ин Яз_4
146,Инструментальны_6
160,Интеллектуальны_6
169,Информатика_1
186,ИБЗИ_4
203,Информационно-в_7
213,Информационные _3
225,История России_1
241,Клиент-серверно_3
242,Клиент-серверно_4
257,Корпоративные И_5
267,Мат Анализ_1
268,Мат Анализ_2
284,Методы и средст_4
300,Методы и средст_6
301,Методы и средст_7
315,Моделирование п_7
326,НИР первично_4
341,Обработка медиа_5
356,Обработка медиа_6
366,Ознакомительная_2
383,Операционные си_5
393,Основы программ_1
394,Основы программ_2
413,Основы профилак_7
425,Полиграфический_5
435,Прик Физ культ_1
436,Прик Физ культ_2
437,Прик Физ культ_3
438,Прик Физ культ_4
439,Прик Физ культ_5
440,Прик Физ культ_6
456,Программные сре_8
465,Проектирование _3
483,Разработка Web-_7
484,Разработка Web-_8
494,Разработка ПО Г_4
510,Разработка моби_6
523,Распределенные _5
537,Системы дистанц_5
551,Спортивное прог_5
563,Теория алгоритм_3
577,Теория вероятно_3
590,Эффектив реч об_2
606,Теория информац_4
621,Тестирование и _5
637,Технологии внед_7
650,Технологии обра_6
662,Технологии прог_4
679,Трехмерное моде_7
691,Управление ИТ-п_5
704,Управление данн_4
716,Физика_2
729,Физ культ_1
730,Физ культ_2
733,Физ культ_5
734,Физ культ_6
746,Философия_4
763,Экономическая к_7
