Source,Target,Type,Kind,Id,Label,timeset,Weight
0,8,Undirected,,,,,12.387387
0,19,Undirected,,,,,18.581081
0,23,Undirected,,,,,9.909910
0,41,Undirected,,,,,12.387387
0,51,Undirected,,,,,9.909910
1,33,Undirected,,,,,8.671171
1,35,Undirected,,,,,8.671171
1,45,Undirected,,,,,8.671171
1,50,Undirected,,,,,8.671171
2,9,Undirected,,,,,14.864865
2,42,Undirected,,,,,7.432432
3,5,Undirected,,,,,8.671171
3,7,Undirected,,,,,8.671171
3,10,Undirected,,,,,11.148649
3,11,Undirected,,,,,8.671171
3,14,Undirected,,,,,9.909910
3,15,Undirected,,,,,8.671171
3,18,Undirected,,,,,11.148649
3,22,Undirected,,,,,9.909910
3,24,Undirected,,,,,8.671171
3,25,Undirected,,,,,8.671171
3,30,Undirected,,,,,11.148649
3,34,Undirected,,,,,13.626126
3,37,Undirected,,,,,7.432432
3,43,Undirected,,,,,9.909910
3,46,Undirected,,,,,12.387387
3,48,Undirected,,,,,8.671171
5,7,Undirected,,,,,7.432432
5,10,Undirected,,,,,9.909910
5,11,Undirected,,,,,7.432432
5,14,Undirected,,,,,8.671171
5,15,Undirected,,,,,7.432432
5,18,Undirected,,,,,9.909910
5,20,Undirected,,,,,7.432432
5,22,Undirected,,,,,8.671171
5,24,Undirected,,,,,14.864865
5,25,Undirected,,,,,14.864865
5,30,Undirected,,,,,19.819820
5,34,Undirected,,,,,12.387387
5,37,Undirected,,,,,6.193694
5,43,Undirected,,,,,8.671171
5,46,Undirected,,,,,11.148649
5,48,Undirected,,,,,14.864865
6,27,Undirected,,,,,17.342342
6,49,Undirected,,,,,14.864865
7,10,Undirected,,,,,9.909910
7,11,Undirected,,,,,7.432432
7,14,Undirected,,,,,8.671171
7,15,Undirected,,,,,7.432432
7,18,Undirected,,,,,9.909910
7,20,Undirected,,,,,14.864865
7,22,Undirected,,,,,8.671171
7,24,Undirected,,,,,7.432432
7,25,Undirected,,,,,7.432432
7,30,Undirected,,,,,9.909910
