Id,Label
0,Алгебра и геоме
1,Анализ больших 
2,Английский язык
3,Архитектура инф
4,БЖД
5,Бизнес-процессы
6,Проф деят
7,Графический диз
8,Дискретная мате
9,Ин Яз
10,Инструментальны
11,Интеллектуальны
12,Информатика
13,ИБЗИ
14,Информационно-в
15,Информационные 
16,История России
17,Клиент-серверно
18,Корпоративные И
19,Мат Анализ
20,Методы и средст
21,Методы и средст
22,Моделирование п
23,НИР первично
24,Обработка медиа
25,Обработка медиа
26,Ознакомительная
27,Операционные си
28,Основы программ
29,Основы профилак
30,Полиграфический
31,Прик Физ культ
32,Программные сре
33,Проектирование 
34,Разработка Web-
35,Разработка ПО Г
36,Разработка моби
37,Распределенные 
38,Системы дистанц
39,Спортивное прог
40,Теория алгоритм
41,Теория вероятно
42,Эффектив реч об
43,Теория информац
44,Тестирование и 
45,Технологии внед
46,Технологии обра
47,Технологии прог
48,Трехмерное моде
49,Управление ИТ-п
50,Управление данн
51,Физика
52,Физ культ
53,Философия
54,Экономическая к
