Comp,Weight
OPK;OPK-3;36.6875;15.6117%
;OPK-2;22.1875;9.44149%
;OPK-7;21.1875;9.01596%
;OPK-4;20.1875;8.59043%
;OPK-1;16.4018;6.97948%
;OPK-9;10.1875;4.33511%
;OPK-1.4;9.06845;3.85892%
;OPK-5;5.90179;2.5114%
;OPK-8;4.90179;2.08587%
;OPK-11;4.73512;2.01494%
;OPK-6;3.52083;1.49823%
;OPK-12;3.02083;1.28546%
;OPK-10;3.02083;1.28546%
;OPK-1.3;3.40179;1.44757%
;OPK-1.2;3.40179;1.44757%
;OPK-1.1;2.90179;1.2348%
;OPK-13;1.6875;0.718085%;172.402;73.3625%
PK;PK-2;6.4625;2.75%
;PK-5;3.9625;1.68617%
;PK-4;2.4625;1.04787%
;PK-3;2.67679;1.13906%
;PK-1;2.67679;1.13906%;18.2411;7.76216%
UK;UK-4;15.7768;6.71353%
;UK-1;6.90179;2.93693%
;UK-9;3.1875;1.35638%
;UK-8;3.1875;1.35638%
;UK-5;3.1875;1.35638%
;UK-2;3.90179;1.66033%
;UK-7;2.1875;0.930851%
;UK-3;2.5625;1.09043%
;UK-6;1.77679;0.756079%
;UK-10;1.6875;0.718085%;44.3571;18.8754%
Количество зачётных единиц на все предметы;244
Количество зачётных единиц учтённых предметы;235
Количество дисциплин;59
Количество учтённых дисциплин;58
