OPK;OPK-2;11;16.6667%
;OPK-1;9;13.6364%
;OPK-4;7;10.6061%
;OPK-9;6;9.09091%
;OPK-3;5;7.57576%
;OPK-7;4;6.06061%
;OPK-5;3;4.54545%
;OPK-6;2;3.0303%
;OPK-8;1;1.51515%
;OPK-12;1.5;2.27273%
;OPK-11;1.5;2.27273%;51;77.2727%
PK;PK-2;3.375;5.11364%
;PK-5;0.375;0.568182%
;PK-4;0.375;0.568182%
;PK-3;0.375;0.568182%
;PK-1;0.375;0.568182%;4.875;7.38636%
UK;UK-8;3;4.54545%
;UK-4;3.375;5.11364%
;UK-7;1;1.51515%
;UK-6;1.375;2.08333%
;UK-3;1.375;2.08333%;10.125;15.3409%
