Id,Label
0,История
1,Администрирован
2,Акмеология
3,Алгебра
4,Аналитическая г
5,Английский язык
6,Аппаратные сред
7,БЖД
8,Безопасность оп
9,Проф деят
10,Гуманитарные ас
11,Дискретная мате
12,Документоведени
13,Защита информац
14,Защита программ
15,Ин Яз
16,Информатика
17,Комплексная защ
18,Компьютерные се
19,Криптографическ
20,Математическая 
21,Мат Анализ
22,Математическое 
23,Междисциплинарн
24,Методы и средст
25,Методы оценки б
26,Ознакомительная
27,Операционные си
28,Организационное
29,Основы вычислит
30,Основы информац
31,Основы построен
32,Основы построен
33,Основы стеганог
34,Основы управлен
35,Основы управлен
36,Параллельное пр
37,Подготовка к пр
38,Подготовка к сд
39,Правоведение
40,Прик Физ культ
41,Программно-аппа
42,Сети и системы 
43,Теоретико-число
44,Теория вероятно
45,Эффектив реч об
46,Теория информац
47,Технологии и ме
48,Технологии личн
49,Физика
50,Физ культ
51,Философия
52,Цифровая обрабо
53,Экономическая к
54,Эксплуатационна
55,Электроника и с
56,Языки программи
57,Языки программи
