Source,Target,Type,Kind,Id,Label,timeset,Weight
44,43,Undirected,,,,,4.319149
76,75,Undirected,,,,,1.851064
200,199,Undirected,,,,,4.319149
212,211,Undirected,,,,,2.776596
213,212,Undirected,,,,,2.776596
214,213,Undirected,,,,,2.776596
296,295,Undirected,,,,,6.170213
562,561,Undirected,,,,,0.000000
563,562,Undirected,,,,,0.000000
564,563,Undirected,,,,,0.000000
565,564,Undirected,,,,,0.000000
566,565,Undirected,,,,,0.000000
581,580,Undirected,,,,,3.702128
689,688,Undirected,,,,,4.936170
702,701,Undirected,,,,,0.617021
706,705,Undirected,,,,,0.617021
775,774,Undirected,,,,,6.170213
786,785,Undirected,,,,,4.936170
802,801,Undirected,,,,,4.936170
43,57,Undirected,,,,,10.489362
43,295,Undirected,,,,,10.489362
57,43,Undirected,,,,,10.489362
57,295,Undirected,,,,,12.340426
295,43,Undirected,,,,,10.489362
295,57,Undirected,,,,,12.340426
561,701,Undirected,,,,,0.617021
701,561,Undirected,,,,,0.617021
44,156,Undirected,,,,,10.489362
44,296,Undirected,,,,,10.489362
128,548,Undirected,,,,,6.170213
156,44,Undirected,,,,,10.489362
156,296,Undirected,,,,,12.340426
296,44,Undirected,,,,,10.489362
296,156,Undirected,,,,,12.340426
366,786,Undirected,,,,,8.638298
548,128,Undirected,,,,,6.170213
562,702,Undirected,,,,,0.617021
702,562,Undirected,,,,,0.617021
786,366,Undirected,,,,,8.638298
87,381,Undirected,,,,,8.638298
381,87,Undirected,,,,,8.638298
116,200,Undirected,,,,,16.042553
200,116,Undirected,,,,,16.042553
214,634,Undirected,,,,,6.478723
368,802,Undirected,,,,,8.638298
634,214,Undirected,,,,,6.478723
802,368,Undirected,,,,,8.638298
173,425,Undirected,,,,,11.106383
425,173,Undirected,,,,,11.106383
565,705,Undirected,,,,,0.617021
705,565,Undirected,,,,,0.617021
733,775,Undirected,,,,,8.638298
775,733,Undirected,,,,,8.638298
76,762,Undirected,,,,,5.553191
188,342,Undirected,,,,,9.872340
342,188,Undirected,,,,,9.872340
468,664,Undirected,,,,,6.170213
566,706,Undirected,,,,,0.617021
580,594,Undirected,,,,,7.404255
594,580,Undirected,,,,,7.404255
664,468,Undirected,,,,,6.170213
706,566,Undirected,,,,,0.617021
762,76,Undirected,,,,,5.553191
35,441,Undirected,,,,,6.170213
413,497,Undirected,,,,,7.404255
441,35,Undirected,,,,,6.170213
497,413,Undirected,,,,,7.404255
22,540,Undirected,,,,,7.404255
246,358,Undirected,,,,,9.872340
246,484,Undirected,,,,,8.638298
246,540,Undirected,,,,,8.638298
358,246,Undirected,,,,,9.872340
358,540,Undirected,,,,,17.276596
484,246,Undirected,,,,,8.638298
484,540,Undirected,,,,,7.404255
540,22,Undirected,,,,,7.404255
540,246,Undirected,,,,,8.638298
540,358,Undirected,,,,,17.276596
540,484,Undirected,,,,,7.404255
