Source,Target,Type,Kind,Id,Label,timeset,Weight
14,46,Undirected,,,,,13.481013
14,53,Undirected,,,,,15.727848
14,54,Undirected,,,,,21.344937
14,57,Undirected,,,,,13.481013
14,65,Undirected,,,,,12.357595
15,24,Undirected,,,,,11.234177
15,36,Undirected,,,,,11.234177
15,40,Undirected,,,,,10.110759
15,45,Undirected,,,,,12.357595
15,52,Undirected,,,,,8.987342
16,20,Undirected,,,,,8.987342
16,23,Undirected,,,,,11.234177
16,45,Undirected,,,,,24.715190
16,51,Undirected,,,,,11.234177
17,30,Undirected,,,,,44.936709
17,32,Undirected,,,,,8.987342
17,45,Undirected,,,,,61.787975
17,46,Undirected,,,,,44.936709
17,60,Undirected,,,,,8.987342
17,67,Undirected,,,,,44.936709
18,45,Undirected,,,,,16.851266
18,55,Undirected,,,,,13.481013
19,20,Undirected,,,,,7.863924
19,35,Undirected,,,,,7.863924
19,38,Undirected,,,,,8.987342
19,45,Undirected,,,,,11.234177
19,46,Undirected,,,,,7.863924
19,56,Undirected,,,,,7.863924
20,35,Undirected,,,,,6.740506
20,38,Undirected,,,,,7.863924
20,45,Undirected,,,,,20.221519
20,46,Undirected,,,,,6.740506
20,51,Undirected,,,,,8.987342
20,56,Undirected,,,,,6.740506
21,29,Undirected,,,,,6.740506
21,32,Undirected,,,,,6.740506
21,45,Undirected,,,,,10.110759
21,46,Undirected,,,,,6.740506
21,60,Undirected,,,,,6.740506
21,67,Undirected,,,,,6.740506
22,27,Undirected,,,,,10.110759
22,28,Undirected,,,,,16.851266
22,33,Undirected,,,,,12.357595
22,34,Undirected,,,,,8.987342
22,45,Undirected,,,,,12.357595
22,46,Undirected,,,,,8.987342
22,53,Undirected,,,,,11.234177
22,54,Undirected,,,,,16.851266
22,57,Undirected,,,,,8.987342
22,65,Undirected,,,,,7.863924
23,33,Undirected,,,,,37.072785
23,34,Undirected,,,,,26.962025
23,43,Undirected,,,,,30.332278
23,45,Undirected,,,,,49.430380
23,46,Undirected,,,,,26.962025
23,50,Undirected,,,,,33.702532
23,59,Undirected,,,,,11.234177
24,35,Undirected,,,,,8.987342
24,36,Undirected,,,,,22.468354
24,40,Undirected,,,,,10.110759
24,45,Undirected,,,,,24.715190
24,46,Undirected,,,,,8.987342
24,51,Undirected,,,,,11.234177
24,52,Undirected,,,,,8.987342
25,31,Undirected,,,,,17.974684
25,41,Undirected,,,,,7.863924
25,45,Undirected,,,,,12.357595
26,42,Undirected,,,,,7.863924
26,45,Undirected,,,,,22.468354
26,46,Undirected,,,,,7.863924
27,28,Undirected,,,,,15.727848
27,33,Undirected,,,,,11.234177
27,34,Undirected,,,,,7.863924
27,45,Undirected,,,,,11.234177
27,46,Undirected,,,,,7.863924
27,53,Undirected,,,,,10.110759
27,54,Undirected,,,,,15.727848
27,57,Undirected,,,,,7.863924
27,65,Undirected,,,,,6.740506
28,33,Undirected,,,,,17.974684
28,34,Undirected,,,,,14.604430
28,45,Undirected,,,,,17.974684
28,46,Undirected,,,,,14.604430
28,53,Undirected,,,,,16.851266
28,54,Undirected,,,,,22.468354
28,57,Undirected,,,,,14.604430
28,65,Undirected,,,,,13.481013
29,32,Undirected,,,,,6.740506
29,45,Undirected,,,,,10.110759
29,46,Undirected,,,,,6.740506
29,60,Undirected,,,,,6.740506
29,67,Undirected,,,,,6.740506
30,32,Undirected,,,,,6.740506
30,45,Undirected,,,,,50.553797
30,46,Undirected,,,,,33.702532
30,60,Undirected,,,,,6.740506
30,67,Undirected,,,,,33.702532
31,41,Undirected,,,,,14.604430
31,45,Undirected,,,,,19.098101
32,45,Undirected,,,,,20.221519
32,46,Undirected,,,,,13.481013
32,60,Undirected,,,,,6.740506
32,67,Undirected,,,,,13.481013
33,34,Undirected,,,,,40.443038
33,43,Undirected,,,,,33.702532
33,45,Undirected,,,,,53.924051
33,46,Undirected,,,,,40.443038
33,50,Undirected,,,,,37.072785
33,53,Undirected,,,,,12.357595
33,54,Undirected,,,,,17.974684
33,57,Undirected,,,,,10.110759
33,59,Undirected,,,,,12.357595
33,65,Undirected,,,,,8.987342
34,43,Undirected,,,,,23.591772
34,45,Undirected,,,,,40.443038
34,46,Undirected,,,,,26.962025
34,50,Undirected,,,,,26.962025
34,53,Undirected,,,,,8.987342
34,54,Undirected,,,,,14.604430
34,57,Undirected,,,,,6.740506
34,59,Undirected,,,,,8.987342
34,65,Undirected,,,,,5.617089
35,36,Undirected,,,,,8.987342
35,38,Undirected,,,,,7.863924
35,42,Undirected,,,,,13.481013
35,44,Undirected,,,,,6.740506
35,45,Undirected,,,,,50.553797
35,46,Undirected,,,,,26.962025
35,47,Undirected,,,,,6.740506
35,51,Undirected,,,,,8.987342
35,56,Undirected,,,,,6.740506
35,58,Undirected,,,,,6.740506
35,60,Undirected,,,,,13.481013
35,63,Undirected,,,,,6.740506
35,69,Undirected,,,,,12.357595
35,70,Undirected,,,,,13.481013
36,40,Undirected,,,,,10.110759
36,45,Undirected,,,,,24.715190
36,46,Undirected,,,,,8.987342
36,51,Undirected,,,,,11.234177
36,52,Undirected,,,,,8.987342
37,38,Undirected,,,,,7.863924
37,45,Undirected,,,,,10.110759
38,45,Undirected,,,,,22.468354
38,46,Undirected,,,,,7.863924
38,56,Undirected,,,,,7.863924
39,41,Undirected,,,,,4.493671
39,45,Undirected,,,,,8.987342
39,50,Undirected,,,,,7.863924
39,64,Undirected,,,,,4.493671
40,45,Undirected,,,,,11.234177
40,52,Undirected,,,,,7.863924
41,45,Undirected,,,,,17.974684
41,50,Undirected,,,,,7.863924
41,64,Undirected,,,,,4.493671
42,45,Undirected,,,,,30.332278
42,46,Undirected,,,,,20.221519
42,47,Undirected,,,,,6.740506
42,60,Undirected,,,,,13.481013
42,63,Undirected,,,,,6.740506
43,45,Undirected,,,,,33.702532
43,46,Undirected,,,,,23.591772
43,50,Undirected,,,,,30.332278
43,59,Undirected,,,,,10.110759
44,45,Undirected,,,,,10.110759
44,58,Undirected,,,,,6.740506
44,69,Undirected,,,,,12.357595
44,70,Undirected,,,,,13.481013
45,46,Undirected,,,,,151.661392
45,47,Undirected,,,,,20.221519
45,48,Undirected,,,,,6.740506
45,49,Undirected,,,,,35.949367
45,50,Undirected,,,,,74.145570
45,51,Undirected,,,,,24.715190
45,52,Undirected,,,,,10.110759
45,53,Undirected,,,,,12.357595
45,54,Undirected,,,,,17.974684
45,55,Undirected,,,,,10.110759
45,56,Undirected,,,,,10.110759
45,57,Undirected,,,,,10.110759
45,58,Undirected,,,,,10.110759
45,59,Undirected,,,,,37.072785
45,60,Undirected,,,,,40.443038
45,61,Undirected,,,,,15.727848
45,62,Undirected,,,,,8.987342
45,63,Undirected,,,,,10.110759
45,64,Undirected,,,,,8.987342
45,65,Undirected,,,,,8.987342
45,66,Undirected,,,,,10.110759
45,67,Undirected,,,,,60.664557
45,68,Undirected,,,,,17.974684
45,69,Undirected,,,,,15.727848
45,70,Undirected,,,,,16.851266
46,47,Undirected,,,,,6.740506
46,50,Undirected,,,,,26.962025
46,51,Undirected,,,,,8.987342
46,53,Undirected,,,,,8.987342
46,54,Undirected,,,,,14.604430
46,56,Undirected,,,,,6.740506
46,57,Undirected,,,,,6.740506
46,59,Undirected,,,,,8.987342
46,60,Undirected,,,,,26.962025
46,63,Undirected,,,,,6.740506
46,65,Undirected,,,,,5.617089
46,67,Undirected,,,,,40.443038
47,60,Undirected,,,,,6.740506
48,62,Undirected,,,,,2.246835
49,59,Undirected,,,,,33.702532
50,59,Undirected,,,,,11.234177
50,64,Undirected,,,,,7.863924
53,54,Undirected,,,,,16.851266
53,57,Undirected,,,,,8.987342
53,65,Undirected,,,,,7.863924
54,57,Undirected,,,,,14.604430
54,65,Undirected,,,,,13.481013
57,65,Undirected,,,,,5.617089
58,69,Undirected,,,,,12.357595
58,70,Undirected,,,,,13.481013
60,63,Undirected,,,,,6.740506
60,67,Undirected,,,,,13.481013
61,68,Undirected,,,,,20.221519
69,70,Undirected,,,,,19.098101
