Source,Target,Type,Kind,Id,Label,timeset,Weight
0,45,Undirected,,,,,20.221519
1,4,Undirected,,,,,6.740506
1,12,Undirected,,,,,5.617089
1,17,Undirected,,,,,15.727848
1,30,Undirected,,,,,11.234177
1,32,Undirected,,,,,5.617089
1,45,Undirected,,,,,17.974684
1,46,Undirected,,,,,11.234177
1,67,Undirected,,,,,11.234177
2,26,Undirected,,,,,7.863924
2,35,Undirected,,,,,6.740506
2,42,Undirected,,,,,6.740506
2,45,Undirected,,,,,20.221519
2,46,Undirected,,,,,6.740506
2,60,Undirected,,,,,6.740506
2,63,Undirected,,,,,6.740506
3,5,Undirected,,,,,13.481013
3,10,Undirected,,,,,13.481013
3,11,Undirected,,,,,11.234177
3,13,Undirected,,,,,13.481013
3,14,Undirected,,,,,17.974684
3,22,Undirected,,,,,13.481013
3,27,Undirected,,,,,12.357595
3,28,Undirected,,,,,19.098101
3,33,Undirected,,,,,14.604430
3,34,Undirected,,,,,11.234177
3,45,Undirected,,,,,14.604430
3,46,Undirected,,,,,11.234177
3,53,Undirected,,,,,13.481013
3,54,Undirected,,,,,19.098101
3,57,Undirected,,,,,11.234177
3,65,Undirected,,,,,10.110759
4,12,Undirected,,,,,7.863924
4,17,Undirected,,,,,20.221519
4,21,Undirected,,,,,7.863924
4,29,Undirected,,,,,7.863924
4,30,Undirected,,,,,15.727848
4,32,Undirected,,,,,15.727848
4,45,Undirected,,,,,33.702532
4,46,Undirected,,,,,23.591772
4,60,Undirected,,,,,7.863924
4,67,Undirected,,,,,23.591772
5,10,Undirected,,,,,11.234177
5,11,Undirected,,,,,8.987342
5,13,Undirected,,,,,11.234177
5,14,Undirected,,,,,15.727848
5,22,Undirected,,,,,11.234177
5,27,Undirected,,,,,10.110759
5,28,Undirected,,,,,16.851266
5,33,Undirected,,,,,12.357595
5,34,Undirected,,,,,8.987342
5,45,Undirected,,,,,12.357595
5,46,Undirected,,,,,8.987342
5,53,Undirected,,,,,11.234177
5,54,Undirected,,,,,16.851266
5,57,Undirected,,,,,8.987342
5,65,Undirected,,,,,7.863924
6,18,Undirected,,,,,14.604430
6,45,Undirected,,,,,11.234177
6,55,Undirected,,,,,7.863924
7,45,Undirected,,,,,10.110759
7,49,Undirected,,,,,14.604430
7,59,Undirected,,,,,8.987342
8,45,Undirected,,,,,10.110759
9,19,Undirected,,,,,7.863924
9,20,Undirected,,,,,6.740506
9,35,Undirected,,,,,6.740506
9,38,Undirected,,,,,7.863924
9,45,Undirected,,,,,10.110759
9,46,Undirected,,,,,6.740506
9,56,Undirected,,,,,6.740506
10,11,Undirected,,,,,8.987342
10,13,Undirected,,,,,11.234177
10,14,Undirected,,,,,15.727848
10,22,Undirected,,,,,11.234177
10,27,Undirected,,,,,10.110759
10,28,Undirected,,,,,16.851266
10,33,Undirected,,,,,12.357595
10,34,Undirected,,,,,8.987342
10,45,Undirected,,,,,12.357595
10,46,Undirected,,,,,8.987342
10,53,Undirected,,,,,11.234177
10,54,Undirected,,,,,16.851266
10,57,Undirected,,,,,8.987342
10,65,Undirected,,,,,7.863924
11,13,Undirected,,,,,8.987342
11,14,Undirected,,,,,13.481013
11,22,Undirected,,,,,8.987342
11,27,Undirected,,,,,7.863924
11,28,Undirected,,,,,14.604430
11,33,Undirected,,,,,10.110759
11,34,Undirected,,,,,6.740506
11,45,Undirected,,,,,10.110759
11,46,Undirected,,,,,6.740506
11,53,Undirected,,,,,8.987342
11,54,Undirected,,,,,14.604430
11,57,Undirected,,,,,6.740506
11,65,Undirected,,,,,5.617089
12,17,Undirected,,,,,8.987342
12,30,Undirected,,,,,6.740506
12,32,Undirected,,,,,6.740506
12,45,Undirected,,,,,10.110759
12,46,Undirected,,,,,6.740506
12,67,Undirected,,,,,6.740506
13,14,Undirected,,,,,15.727848
13,22,Undirected,,,,,11.234177
13,27,Undirected,,,,,10.110759
13,28,Undirected,,,,,16.851266
13,33,Undirected,,,,,12.357595
13,34,Undirected,,,,,8.987342
13,45,Undirected,,,,,12.357595
13,46,Undirected,,,,,8.987342
13,53,Undirected,,,,,11.234177
13,54,Undirected,,,,,16.851266
13,57,Undirected,,,,,8.987342
13,65,Undirected,,,,,7.863924
14,22,Undirected,,,,,15.727848
14,27,Undirected,,,,,14.604430
14,28,Undirected,,,,,21.344937
14,33,Undirected,,,,,16.851266
14,34,Undirected,,,,,13.481013
14,45,Undirected,,,,,16.851266
