OPK;OPK-5.3;4.36667;13.6458%
;OPK-5.2;4.36667;13.6458%
;OPK-5.1;4.36667;13.6458%
;OPK-12;4;12.5%
;OPK-6;1.25;3.90625%
;OPK-8;0.833333;2.60417%
;OPK-3;0.95;2.96875%
;OPK-2;0.2;0.625%
;OPK-14;0.833333;2.60417%
;OPK-11;0.833333;2.60417%
;OPK-1;0.2;0.625%;22.2;69.375%
PK;PK-2;3.2;10%
;PK-4;1.8;5.625%
;PK-3;1.8;5.625%
;PK-6;0.8;2.5%
;PK-5;0.8;2.5%
;PK-1;0.8;2.5%;9.2;28.75%
UK;UK-3;0.2;0.625%
;UK-2;0.2;0.625%
;UK-1;0.2;0.625%;0.6;1.875%
