,,,,,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,,,,,
,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,p,,,p,,,,,,,,,,,,,,,,,,,,,,p,,,p,,,,,,,,,,,,,,,,,,,,,,p,,,,,
,,№,Индекс,Наименование,,Семестр 1,,,,,,,,,,,,,,,,,,,,,,,,,Семестр 2,,,,,,,,,,,,,,,,,,,,,,,,,Итого за курс,,,,,,,,,,,,,,,,,,,,,,,,,Каф.,Наименование кафедры,Семестр,
,,,,,,Контроль,Академических часов,,,,,,,,,,,,,,,,,,,,,,з.е.,Недель,Контроль,Академических часов,,,,,,,,,,,,,,,,,,,,,,з.е.,Недель,Контроль,Академических часов,,,,,,,,,,,,,,,,,,,,,,з.е.,Недель,,,,
,,,,,,,Всего,Кон такт.,Лек,Лек интер,Лек электр,Лек пр. подгот,Лаб,Лаб интер,Лаб электр,Лаб пр. подгот,Пр,Пр интер,Пр электр,Пр пр. подгот,СР,СР интер,СР электр,СР пр. подгот,Контроль,Контроль интер,Контроль электр,Контроль пр. подгот,,,,Всего,Кон такт.,Лек,Лек интер,Лек электр,Лек пр. подгот,Лаб,Лаб интер,Лаб электр,Лаб пр. подгот,Пр,Пр интер,Пр электр,Пр пр. подгот,СР,СР интер,СР электр,СР пр. подгот,Контроль,Контроль интер,Контроль электр,Контроль пр. подгот,,,,Всего,Кон такт.,Лек,Лек интер,Лек электр,Лек пр. подгот,Лаб,Лаб интер,Лаб электр,Лаб пр. подгот,Пр,Пр интер,Пр электр,Пр пр. подгот,СР,СР интер,СР электр,СР пр. подгот,Контроль,Контроль интер,Контроль электр,Контроль пр. подгот,Всего,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ИТОГО (с факультативами),,,,,1040,,,,,,,,,,,,,,,,,,,,,,27.5,19 3/6,,1220,,,,,,,,,,,,,,,,,,,,,,32.5,22 1/6,,2260,,,,,,,,,,,,,,,,,,,,,,60,41 4/6,,,,
,,ИТОГО по ОП (без факультативов),,,,,1040,,,,,,,,,,,,,,,,,,,,,,27.5,,,1220,,,,,,,,,,,,,,,,,,,,,,32.5,,,2260,,,,,,,,,,,,,,,,,,,,,,60,,,,,
,,"УЧЕБНАЯ НАГРУЗКА, (акад.час/нед)",,"ОП, факультативы (в период ТО)",,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,55.4,,,,,,,,,,,,,,,,,,,,,,,,,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ОП, факультативы (в период экз. сес.)",,,54,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ауд. нагр. (ОП - элект. курсы по физ.к.),,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Конт. раб. (ОП - элект. курсы по физ.к.),,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ауд. нагр. (элект. курсы по физ.к.),,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"КОНТАКТНАЯ РАБОТА, ОП (час/год)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ДИСЦИПЛИНЫ (МОДУЛИ),,,,,1040,518,168,,,,,,,,350,,8,,450,,108,,72,,,,27.5,"ТО: 18 1/6
Э: 1 1/3",,1112,536,184,,,,18,,,,334,,,,432,,,,144,,,,29.5,"ТО: 17 1/2
Э: 2 2/3",,2152,1054,352,,,,18,,,,684,,8,,882,,108,,216,,,,57,"ТО: 35 2/3
Э: 4",,,,
1,{none},1,Б1.О.02,История,,За,72,36,18,,,,,,,,18,,,,36,,,,,,,,2,,За,72,36,18,,,,,,,,18,,,,36,,,,,,,,2,,За(2),144,72,36,,,,,,,,36,,,,72,,,,,,,,4,,,,12,6443745
1,,2,Б1.О.02.01,История России,,За,72,36,18,,,,,,,,18,,,,36,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,За,72,36,18,,,,,,,,18,,,,36,,,,,,,,2,,461,"Кафедра истории России, мировых и региональных цивилизаций",1,6443756
