Source,Target,Type,Kind,Id,Label,timeset,Weight
0,2,Undirected,,,,,12.679245
0,7,Undirected,,,,,10.566038
0,8,Undirected,,,,,12.679245
0,10,Undirected,,,,,10.566038
0,15,Undirected,,,,,12.679245
0,19,Undirected,,,,,10.566038
0,20,Undirected,,,,,11.622642
0,21,Undirected,,,,,17.962264
0,22,Undirected,,,,,16.905660
0,23,Undirected,,,,,10.566038
0,27,Undirected,,,,,10.566038
0,29,Undirected,,,,,10.566038
0,40,Undirected,,,,,11.622642
0,44,Undirected,,,,,10.566038
0,46,Undirected,,,,,16.905660
0,47,Undirected,,,,,15.849057
0,50,Undirected,,,,,10.566038
0,52,Undirected,,,,,10.566038
0,2,Undirected,,,,,12.679245
0,7,Undirected,,,,,10.566038
0,8,Undirected,,,,,12.679245
0,10,Undirected,,,,,10.566038
0,15,Undirected,,,,,12.679245
0,19,Undirected,,,,,10.566038
0,20,Undirected,,,,,11.622642
0,21,Undirected,,,,,17.962264
0,22,Undirected,,,,,16.905660
0,23,Undirected,,,,,10.566038
0,27,Undirected,,,,,10.566038
0,29,Undirected,,,,,10.566038
0,40,Undirected,,,,,11.622642
0,44,Undirected,,,,,10.566038
0,46,Undirected,,,,,16.905660
0,47,Undirected,,,,,15.849057
0,50,Undirected,,,,,10.566038
0,52,Undirected,,,,,10.566038
1,23,Undirected,,,,,12.679245
1,27,Undirected,,,,,6.339623
1,29,Undirected,,,,,6.339623
1,43,Undirected,,,,,6.339623
1,46,Undirected,,,,,12.679245
1,49,Undirected,,,,,7.396226
1,50,Undirected,,,,,6.339623
1,53,Undirected,,,,,6.339623
1,23,Undirected,,,,,12.679245
1,27,Undirected,,,,,6.339623
1,29,Undirected,,,,,6.339623
1,43,Undirected,,,,,6.339623
1,46,Undirected,,,,,12.679245
1,49,Undirected,,,,,7.396226
1,50,Undirected,,,,,6.339623
1,53,Undirected,,,,,6.339623
2,0,Undirected,,,,,12.679245
2,0,Undirected,,,,,12.679245
2,7,Undirected,,,,,8.452830
2,8,Undirected,,,,,10.566038
2,10,Undirected,,,,,8.452830
2,15,Undirected,,,,,10.566038
2,19,Undirected,,,,,8.452830
2,20,Undirected,,,,,9.509434
2,21,Undirected,,,,,15.849057
2,22,Undirected,,,,,14.792453
2,23,Undirected,,,,,8.452830
2,27,Undirected,,,,,8.452830
2,29,Undirected,,,,,8.452830
2,40,Undirected,,,,,9.509434
2,44,Undirected,,,,,8.452830
2,46,Undirected,,,,,14.792453
2,47,Undirected,,,,,13.735849
2,50,Undirected,,,,,8.452830
2,52,Undirected,,,,,8.452830
2,7,Undirected,,,,,8.452830
2,8,Undirected,,,,,10.566038
2,10,Undirected,,,,,8.452830
2,15,Undirected,,,,,10.566038
2,19,Undirected,,,,,8.452830
2,20,Undirected,,,,,9.509434
2,21,Undirected,,,,,15.849057
2,22,Undirected,,,,,14.792453
2,23,Undirected,,,,,8.452830
2,27,Undirected,,,,,8.452830
2,29,Undirected,,,,,8.452830
2,40,Undirected,,,,,9.509434
2,44,Undirected,,,,,8.452830
2,46,Undirected,,,,,14.792453
2,47,Undirected,,,,,13.735849
2,50,Undirected,,,,,8.452830
2,52,Undirected,,,,,8.452830
3,12,Undirected,,,,,16.905660
3,14,Undirected,,,,,6.339623
3,17,Undirected,,,,,6.339623
3,18,Undirected,,,,,8.452830
3,24,Undirected,,,,,6.339623
3,25,Undirected,,,,,25.358491
3,26,Undirected,,,,,19.018868
3,28,Undirected,,,,,6.339623
3,31,Undirected,,,,,6.339623
3,32,Undirected,,,,,8.452830
3,34,Undirected,,,,,6.339623
3,36,Undirected,,,,,7.396226
3,38,Undirected,,,,,6.339623
3,39,Undirected,,,,,7.396226
3,42,Undirected,,,,,6.339623
3,45,Undirected,,,,,14.792453
3,12,Undirected,,,,,16.905660
3,14,Undirected,,,,,6.339623
3,17,Undirected,,,,,6.339623
3,18,Undirected,,,,,8.452830
3,24,Undirected,,,,,6.339623
3,25,Undirected,,,,,25.358491
3,26,Undirected,,,,,19.018868
3,28,Undirected,,,,,6.339623
3,31,Undirected,,,,,6.339623
3,32,Undirected,,,,,8.452830
3,34,Undirected,,,,,6.339623
3,36,Undirected,,,,,7.396226
3,38,Undirected,,,,,6.339623
3,39,Undirected,,,,,7.396226
3,42,Undirected,,,,,6.339623
3,45,Undirected,,,,,14.792453
4,13,Undirected,,,,,7.396226
4,30,Undirected,,,,,6.339623
