Id,Label
0,Алгебра
1,Анализ данных
2,Аналитическая г
3,Аналитическая м
4,БД
5,Бакалаврский се
6,БЖД
7,Проф деят
8,Дискретная мате
9,Дискретный гарм
10,Дифференциальны
11,Ин Яз
12,Интегр преобр
13,Информатика
14,ИБЗИ
15,Исследование оп
16,История России
17,Компьютерные се
18,Математика слож
19,Математическая 
20,Математическая 
21,Мат Анализ
22,Мат Анализ Доп
23,Мат моделирован
24,Методика обуч м
25,Методы оптимиза
26,НИР
27,НИР первично
28,Нечеткая логика
29,Ознакомительная
30,ОС и сети ЭВМ
31,Основы вычислит
32,Основы комп алг
33,Основы профилак
34,Основы топологи
35,Пакеты прикладн
36,Параллельное пр
37,Прик Физ культ
38,Разностные мето
39,Теоретическая м
40,Теория вероятно
41,Эффектив реч об
42,Теория рисков
43,Теория случ про
44,ТФКП
45,Теория чисел
46,Ур Мат физики
47,Физика
48,Физ культ
49,Философия
50,Функциональный 
51,Цифровая обрабо
52,Численные метод
53,Экономика
54,Язык программир
55,Языки программи
