Id,Label
1,Алгебра_1
2,Алгебра_2
21,Анализ данных_7
29,Аналитическая г_1
46,Аналитическая м_4
61,БД_5
76,Бакалаврский се_6
77,Бакалаврский се_7
87,БЖД_3
99,Проф деят_1
114,Дискретная мате_2
134,Дискретный гарм_8
143,Дифференциальны_3
155,Ин Яз_1
156,Ин Яз_2
157,Ин Яз_3
158,Ин Яз_4
175,Интегр преобр_7
183,Информатика_1
201,ИБЗИ_5
217,Исследование оп_7
225,История России_1
242,Компьютерные се_4
259,Математика слож_7
269,Математическая _3
285,Математическая _5
295,Мат Анализ_1
296,Мат Анализ_2
311,Мат Анализ Доп_3
312,Мат Анализ Доп_4
329,Мат моделирован_7
344,Методика обуч м_8
355,Методы оптимиза_5
356,Методы оптимиза_6
370,НИР_6
382,НИР первично_4
398,Нечеткая логика_6
408,Ознакомительная_2
423,ОС и сети ЭВМ_3
440,Основы вычислит_6
456,Основы комп алг_8
470,Основы профилак_8
481,Основы топологи_5
495,Пакеты прикладн_5
510,Параллельное пр_6
519,Прик Физ культ_1
520,Прик Физ культ_2
521,Прик Физ культ_3
522,Прик Физ культ_4
523,Прик Физ культ_5
524,Прик Физ культ_6
538,Разностные мето_6
549,Теоретическая м_3
564,Теория вероятно_4
576,Эффектив реч об_2
595,Теория рисков_7
608,Теория случ про_6
620,ТФКП_4
635,Теория чисел_5
649,Ур Мат физики_5
650,Ур Мат физики_6
660,Физика_2
661,Физика_3
673,Физ культ_1
674,Физ культ_2
677,Физ культ_5
678,Физ культ_6
690,Философия_4
704,Функциональный _4
719,Цифровая обрабо_5
733,Численные метод_5
749,Экономика_7
759,Язык программир_3
771,Языки программи_1
772,Языки программи_2
