ной,ной-1,11.5,12.6374%
,ной-2,4.5,4.94505%
,ной-4,3,3.2967%
,ной-3,3,3.2967%,22,24.1758%
ой,ой-3,21.5,23.6264%
,ой-1,16.5,18.1319%
,ой-2,6.5,7.14286%
,ой-4,2.5,2.74725%,47,51.6484%
сй,сй-7,2,2.1978%,2,2.1978%
