Id,Label
21,SCADA-системы_7
36,Автоматизирован_8
43,Алгебра и геоме_1
61,Алгоритмы и стр_5
73,БЖД_3
85,Проф деят_1
86,Проф деят_2
100,Дискретная мате_2
115,Инженерная и ко_3
127,Ин Яз_1
128,Ин Яз_2
129,Ин Яз_3
130,Ин Яз_4
148,Интеллектуальны_8
155,Информатика_1
175,Информационно-у_7
188,Исполнительные _6
197,История России_1
211,Мат Анализ_1
212,Мат Анализ_2
228,Методы оптимиза_4
241,Метрология и из_3
257,Моделирование с_5
272,Надежность сист_6
282,Ознакомительная_2
284,Ознакомительная_4
300,Оптимальные и а_6
315,Организация и п_7
323,Основы программ_1
324,Основы программ_2
339,Основы теории с_3
351,Прик Физ культ_1
352,Прик Физ культ_2
353,Прик Физ культ_3
354,Прик Физ культ_4
355,Прик Физ культ_5
356,Прик Физ культ_6
370,Программируемые_6
383,Программное обе_5
399,Проектирование _7
412,Проектная практ_6
424,Промышленные се_4
439,Системы управле_5
455,Системы управле_7
466,Теория автомати_4
467,Теория автомати_5
478,Эффектив реч об_2
495,Теория поиска и_5
507,Технология разр_3
522,Управление данн_4
540,Управление техн_8
548,Физика_2
549,Физика_3
561,Физ культ_1
562,Физ культ_2
565,Физ культ_5
566,Физ культ_6
578,Философия_4
595,Цифровизация пр_7
608,Цифровые систем_6
622,Экономика и упр_6
635,Электронные уст_5
647,Электротехника _3
648,Электротехника _4
663,Элементы и устр_5
