Id,Label
0,"Выполнение, по"
1,SCADA-системы
2,Автоматизирован
3,Алгебра и геоме
4,Алгоритмы и стр
5,БЖД
6,Проф деят
7,Дискретная мате
8,Инженерная и ко
9,Ин Яз
10,Интеллектуальны
11,Информатика
12,Информационно-у
13,Исполнительные 
14,История России
15,Мат Анализ
16,Методы оптимиза
17,Метрология и из
18,Моделирование с
19,Надежность сист
20,Ознакомительная
21,Оптимальные и а
22,Организация и п
23,Основы программ
24,Основы теории с
25,Прик Физ культ
26,Программируемые
27,Программное обе
28,Проектирование 
29,Проектная практ
30,Промышленные се
31,Системы управле
32,Системы управле
33,Теория автомати
34,Эффектив реч об
35,Теория поиска и
36,Технология разр
37,Управление данн
38,Управление техн
39,Физика
40,Физ культ
41,Философия
42,Цифровизация пр
43,Цифровые систем
44,Экономика и упр
45,Электронные уст
46,Электротехника 
47,Элементы и устр
