Source,Target,Type,Kind,Id,Label,timeset,Weight
86,85,Undirected,,,,,4.085106
128,127,Undirected,,,,,2.297872
129,128,Undirected,,,,,2.297872
130,129,Undirected,,,,,2.297872
212,211,Undirected,,,,,5.106383
324,323,Undirected,,,,,4.595745
352,351,Undirected,,,,,0.000000
353,352,Undirected,,,,,0.000000
354,353,Undirected,,,,,0.000000
355,354,Undirected,,,,,0.000000
356,355,Undirected,,,,,0.000000
467,466,Undirected,,,,,5.106383
549,548,Undirected,,,,,4.085106
562,561,Undirected,,,,,0.510638
566,565,Undirected,,,,,0.510638
648,647,Undirected,,,,,5.617021
43,211,Undirected,,,,,10.212766
155,323,Undirected,,,,,8.680851
211,43,Undirected,,,,,10.212766
323,155,Undirected,,,,,8.680851
351,561,Undirected,,,,,0.510638
561,351,Undirected,,,,,0.510638
86,282,Undirected,,,,,7.148936
100,212,Undirected,,,,,10.212766
100,548,Undirected,,,,,9.191489
128,478,Undirected,,,,,5.361702
212,100,Undirected,,,,,10.212766
212,548,Undirected,,,,,9.191489
282,86,Undirected,,,,,7.148936
352,562,Undirected,,,,,0.510638
478,128,Undirected,,,,,5.361702
548,100,Undirected,,,,,9.191489
548,212,Undirected,,,,,9.191489
562,352,Undirected,,,,,0.510638
549,647,Undirected,,,,,9.702128
647,549,Undirected,,,,,9.702128
284,466,Undirected,,,,,8.170213
284,648,Undirected,,,,,8.680851
466,284,Undirected,,,,,8.170213
466,648,Undirected,,,,,21.446809
648,284,Undirected,,,,,8.680851
648,466,Undirected,,,,,21.446809
355,565,Undirected,,,,,0.510638
565,355,Undirected,,,,,0.510638
188,412,Undirected,,,,,11.234043
300,608,Undirected,,,,,8.170213
356,566,Undirected,,,,,0.510638
370,412,Undirected,,,,,9.191489
412,188,Undirected,,,,,11.234043
412,370,Undirected,,,,,9.191489
412,608,Undirected,,,,,11.234043
566,356,Undirected,,,,,0.510638
608,300,Undirected,,,,,8.170213
608,412,Undirected,,,,,11.234043
175,595,Undirected,,,,,11.234043
455,595,Undirected,,,,,11.234043
595,175,Undirected,,,,,11.234043
595,455,Undirected,,,,,11.234043
