Source,Target,Type,Kind,Id,Label,timeset,Weight
0,1,Undirected,,,,,15.319149
0,2,Undirected,,,,,14.297872
0,3,Undirected,,,,,14.297872
0,4,Undirected,,,,,11.234043
0,5,Undirected,,,,,12.255319
0,6,Undirected,,,,,52.085106
0,7,Undirected,,,,,14.297872
0,8,Undirected,,,,,12.255319
0,9,Undirected,,,,,18.382979
0,10,Undirected,,,,,26.553191
0,11,Undirected,,,,,26.553191
0,12,Undirected,,,,,14.297872
0,13,Undirected,,,,,28.595745
0,14,Undirected,,,,,13.276596
0,15,Undirected,,,,,19.404255
0,16,Undirected,,,,,24.510638
0,17,Undirected,,,,,12.255319
0,18,Undirected,,,,,30.638298
0,19,Undirected,,,,,30.638298
0,20,Undirected,,,,,30.638298
0,21,Undirected,,,,,12.255319
0,22,Undirected,,,,,24.510638
0,23,Undirected,,,,,18.382979
0,24,Undirected,,,,,12.255319
0,25,Undirected,,,,,9.191489
0,26,Undirected,,,,,12.255319
0,27,Undirected,,,,,14.297872
0,28,Undirected,,,,,13.276596
0,29,Undirected,,,,,45.957447
0,30,Undirected,,,,,26.553191
0,31,Undirected,,,,,28.595745
0,32,Undirected,,,,,28.595745
0,33,Undirected,,,,,38.808511
0,34,Undirected,,,,,12.255319
0,35,Undirected,,,,,11.234043
0,36,Undirected,,,,,14.297872
0,37,Undirected,,,,,12.255319
0,38,Undirected,,,,,26.553191
0,39,Undirected,,,,,34.723404
0,40,Undirected,,,,,11.234043
0,41,Undirected,,,,,13.276596
0,42,Undirected,,,,,30.638298
0,43,Undirected,,,,,28.595745
0,44,Undirected,,,,,36.765957
0,45,Undirected,,,,,13.276596
0,46,Undirected,,,,,40.851064
0,47,Undirected,,,,,26.553191
1,2,Undirected,,,,,11.234043
1,21,Undirected,,,,,9.191489
1,43,Undirected,,,,,11.234043
1,45,Undirected,,,,,10.212766
2,21,Undirected,,,,,8.170213
2,43,Undirected,,,,,10.212766
2,45,Undirected,,,,,9.191489
3,7,Undirected,,,,,10.212766
3,15,Undirected,,,,,15.319149
3,16,Undirected,,,,,8.170213
3,39,Undirected,,,,,13.276596
4,11,Undirected,,,,,6.127660
4,23,Undirected,,,,,11.234043
4,30,Undirected,,,,,6.127660
4,36,Undirected,,,,,7.148936
6,20,Undirected,,,,,14.297872
6,35,Undirected,,,,,10.212766
7,15,Undirected,,,,,15.319149
7,16,Undirected,,,,,8.170213
7,39,Undirected,,,,,13.276596
8,19,Undirected,,,,,9.191489
8,28,Undirected,,,,,7.148936
8,31,Undirected,,,,,8.170213
9,34,Undirected,,,,,12.255319
10,31,Undirected,,,,,9.191489
10,32,Undirected,,,,,9.191489
10,37,Undirected,,,,,7.148936
10,42,Undirected,,,,,10.212766
11,23,Undirected,,,,,13.276596
11,30,Undirected,,,,,16.340426
11,36,Undirected,,,,,9.191489
12,26,Undirected,,,,,8.170213
12,27,Undirected,,,,,10.212766
12,29,Undirected,,,,,11.234043
12,42,Undirected,,,,,11.234043
13,17,Undirected,,,,,8.170213
13,29,Undirected,,,,,11.234043
13,47,Undirected,,,,,18.382979
14,41,Undirected,,,,,8.170213
15,16,Undirected,,,,,13.276596
15,39,Undirected,,,,,18.382979
16,18,Undirected,,,,,9.191489
16,39,Undirected,,,,,11.234043
17,47,Undirected,,,,,7.148936
18,19,Undirected,,,,,12.255319
19,28,Undirected,,,,,10.212766
19,31,Undirected,,,,,11.234043
20,33,Undirected,,,,,16.340426
20,35,Undirected,,,,,8.170213
20,46,Undirected,,,,,17.361702
21,43,Undirected,,,,,8.170213
21,45,Undirected,,,,,7.148936
22,38,Undirected,,,,,7.148936
22,44,Undirected,,,,,6.127660
23,30,Undirected,,,,,13.276596
23,36,Undirected,,,,,14.297872
25,40,Undirected,,,,,2.042553
26,27,Undirected,,,,,8.170213
26,29,Undirected,,,,,9.191489
26,42,Undirected,,,,,9.191489
27,29,Undirected,,,,,11.234043
27,42,Undirected,,,,,11.234043
28,31,Undirected,,,,,9.191489
29,32,Undirected,,,,,11.234043
29,38,Undirected,,,,,10.212766
29,42,Undirected,,,,,12.255319
29,43,Undirected,,,,,11.234043
29,47,Undirected,,,,,10.212766
30,36,Undirected,,,,,9.191489
31,32,Undirected,,,,,10.212766
31,42,Undirected,,,,,11.234043
32,38,Undirected,,,,,9.191489
32,42,Undirected,,,,,11.234043
32,43,Undirected,,,,,10.212766
33,39,Undirected,,,,,18.382979
33,46,Undirected,,,,,42.893617
38,43,Undirected,,,,,9.191489
39,46,Undirected,,,,,19.404255
43,45,Undirected,,,,,9.191489
