Source,Target,Type,Kind,Id,Label,timeset,Weight
0,1,Undirected,,,,,8.067227
0,8,Undirected,,,,,8.067227
0,15,Undirected,,,,,6.050420
0,16,Undirected,,,,,13.109244
0,38,Undirected,,,,,8.067227
0,44,Undirected,,,,,11.092437
1,8,Undirected,,,,,10.084034
1,15,Undirected,,,,,8.067227
1,16,Undirected,,,,,15.126050
1,38,Undirected,,,,,10.084034
1,44,Undirected,,,,,13.109244
2,17,Undirected,,,,,13.109244
2,25,Undirected,,,,,18.151261
2,28,Undirected,,,,,12.100840
2,35,Undirected,,,,,12.100840
2,36,Undirected,,,,,12.100840
3,24,Undirected,,,,,5.042017
3,43,Undirected,,,,,5.042017
4,34,Undirected,,,,,8.067227
4,42,Undirected,,,,,10.084034
5,9,Undirected,,,,,22.184874
5,14,Undirected,,,,,23.193277
7,42,Undirected,,,,,13.109244
8,11,Undirected,,,,,9.075630
8,15,Undirected,,,,,16.134454
8,16,Undirected,,,,,15.126050
8,38,Undirected,,,,,10.084034
8,44,Undirected,,,,,13.109244
9,14,Undirected,,,,,66.554622
9,39,Undirected,,,,,10.084034
10,31,Undirected,,,,,12.100840
10,40,Undirected,,,,,12.100840
11,15,Undirected,,,,,7.058824
12,21,Undirected,,,,,21.176471
13,46,Undirected,,,,,8.067227
14,19,Undirected,,,,,42.352941
14,20,Undirected,,,,,48.403361
14,22,Undirected,,,,,44.369748
14,23,Undirected,,,,,25.210084
14,30,Undirected,,,,,42.352941
14,32,Undirected,,,,,20.168067
14,33,Undirected,,,,,76.638655
14,37,Undirected,,,,,44.369748
14,39,Undirected,,,,,66.554622
14,40,Undirected,,,,,20.168067
14,41,Undirected,,,,,22.184874
15,16,Undirected,,,,,13.109244
15,38,Undirected,,,,,8.067227
15,44,Undirected,,,,,11.092437
16,38,Undirected,,,,,15.126050
16,44,Undirected,,,,,18.151261
17,25,Undirected,,,,,13.109244
17,28,Undirected,,,,,7.058824
17,35,Undirected,,,,,7.058824
17,36,Undirected,,,,,7.058824
18,27,Undirected,,,,,5.042017
18,46,Undirected,,,,,7.058824
19,20,Undirected,,,,,22.184874
19,22,Undirected,,,,,9.075630
19,23,Undirected,,,,,12.100840
19,30,Undirected,,,,,8.067227
19,32,Undirected,,,,,7.058824
19,33,Undirected,,,,,6.050420
19,37,Undirected,,,,,18.151261
19,39,Undirected,,,,,9.075630
20,22,Undirected,,,,,12.100840
20,23,Undirected,,,,,15.126050
20,30,Undirected,,,,,11.092437
20,32,Undirected,,,,,10.084034
20,33,Undirected,,,,,9.075630
20,37,Undirected,,,,,24.201681
20,39,Undirected,,,,,12.100840
22,23,Undirected,,,,,13.109244
22,30,Undirected,,,,,9.075630
22,32,Undirected,,,,,8.067227
22,33,Undirected,,,,,7.058824
22,37,Undirected,,,,,10.084034
22,39,Undirected,,,,,20.168067
23,30,Undirected,,,,,12.100840
23,32,Undirected,,,,,11.092437
23,37,Undirected,,,,,13.109244
23,39,Undirected,,,,,13.109244
24,43,Undirected,,,,,6.050420
25,28,Undirected,,,,,12.100840
25,35,Undirected,,,,,12.100840
25,36,Undirected,,,,,12.100840
27,46,Undirected,,,,,6.050420
28,35,Undirected,,,,,6.050420
28,36,Undirected,,,,,6.050420
29,45,Undirected,,,,,2.016807
30,32,Undirected,,,,,7.058824
30,37,Undirected,,,,,9.075630
30,39,Undirected,,,,,9.075630
31,40,Undirected,,,,,6.050420
32,37,Undirected,,,,,8.067227
32,39,Undirected,,,,,8.067227
33,37,Undirected,,,,,7.058824
33,39,Undirected,,,,,7.058824
34,42,Undirected,,,,,8.067227
35,36,Undirected,,,,,6.050420
37,39,Undirected,,,,,10.084034
38,44,Undirected,,,,,13.109244
