Id,Label
0,ТАЯВ
1,Алгебра и геоме
2,Алгоритмы и стр
3,Архитектура выч
4,БД
5,Бакалаврский се
6,БЖД
7,Проф деят
8,Дискретная мате
9,Инженерия требо
10,Ин Яз
11,Информатика
12,ИБЗИ
13,История России
14,Командный проек
15,Математическая 
16,Мат Анализ
17,Машинно-зависим
18,Методы анализа 
19,Методы оптимиза
20,Модели и методы
21,Научно-исследов
22,Нейронные сети 
23,Объектно-ориент
24,Ознакомительная
25,Основы программ
26,Основы профилак
27,Основы системны
28,Основы функцион
29,Прик Физ культ
30,Проектирование 
31,Профессионально
32,Разработка Web-
33,Разработка и ан
34,Разработка корп
35,Разработка моби
36,Системное прогр
37,Системы искусст
38,Теория вероятно
39,Теория вычислит
40,Эффектив реч об
41,Тестирование пр
42,Технологии анал
43,Учебная практик
44,Физика
45,Физ культ
46,Философия
47,Экономическая к
