Id,Label
5,ТАЯВ_5
15,Алгебра и геоме_1
31,Алгоритмы и стр_3
32,Алгоритмы и стр_4
45,Архитектура выч_3
60,БД_4
78,Бакалаврский се_8
87,БЖД_3
99,Проф деят_1
100,Проф деят_2
114,Дискретная мате_2
131,Инженерия требо_5
141,Ин Яз_1
142,Ин Яз_2
143,Ин Яз_3
144,Ин Яз_4
155,Информатика_1
173,ИБЗИ_5
183,История России_1
201,Командный проек_5
202,Командный проек_6
203,Командный проек_7
213,Математическая _3
225,Мат Анализ_1
226,Мат Анализ_2
244,Машинно-зависим_6
256,Методы анализа _4
271,Методы оптимиза_5
287,Модели и методы_7
298,Научно-исследов_4
314,Нейронные сети _6
325,Объектно-ориент_3
326,Объектно-ориент_4
338,Ознакомительная_2
351,Основы программ_1
352,Основы программ_2
371,Основы профилак_7
383,Основы системны_5
398,Основы функцион_6
407,Прик Физ культ_1
408,Прик Физ культ_2
409,Прик Физ культ_3
410,Прик Физ культ_4
411,Прик Физ культ_5
412,Прик Физ культ_6
426,Проектирование _6
439,Профессионально_5
440,Профессионально_6
452,Разработка Web-_4
465,Разработка и ан_3
481,Разработка корп_5
496,Разработка моби_6
508,Системное прогр_4
526,Системы искусст_8
535,Теория вероятно_3
551,Теория вычислит_5
562,Эффектив реч об_2
581,Тестирование пр_7
595,Технологии анал_7
604,Учебная практик_2
618,Физика_2
619,Физика_3
631,Физ культ_1
632,Физ культ_2
635,Физ культ_5
636,Физ культ_6
648,Философия_4
666,Экономическая к_8
