Id,Label
4,Выч сети сист и_4
17,БД_3
18,БД_4
31,БЖД_3
43,Проф деят_1
44,Проф деят_2
57,Высшая математи_1
58,Высшая математи_2
76,Деловая коммуни_6
86,Дискретная мате_2
106,Инженерная псих_8
113,Ин Яз_1
114,Ин Яз_2
115,Ин Яз_3
116,Ин Яз_4
130,ИБЗИ_4
145,Информационная _5
146,Информационная _6
155,Информационные _1
169,История России_1
184,Макроэкономика_2
198,Ознакомительная_2
213,Операционные си_3
227,Основы проектно_3
246,Подготовка к сд_8
256,Право_4
267,Прикладная физи_1
268,Прикладная физи_2
269,Прикладная физи_3
270,Прикладная физи_4
271,Прикладная физи_5
272,Прикладная физи_6
281,Программировани_1
282,Программировани_2
283,Программировани_3
297,Проектирование _3
298,Проектирование _4
310,Системный анали_2
328,Тайм-менеджмент_6
339,Теория вероятно_3
351,Физ культ_1
352,Физ культ_2
355,Физ культ_5
356,Физ культ_6
368,Философия_4
382,Эконометрика_4
393,Эффективная ком_1
