Source,Target,Type,Kind,Id,Label,timeset,Weight
0,1,Undirected,,,,,7.217195
0,11,Undirected,,,,,6.561086
0,14,Undirected,,,,,3.936652
0,15,Undirected,,,,,7.873303
0,17,Undirected,,,,,7.873303
0,20,Undirected,,,,,8.529412
1,11,Undirected,,,,,9.841629
1,15,Undirected,,,,,7.217195
1,17,Undirected,,,,,7.217195
3,9,Undirected,,,,,5.248869
3,14,Undirected,,,,,5.248869
3,17,Undirected,,,,,10.497738
3,21,Undirected,,,,,8.529412
4,6,Undirected,,,,,13.122172
4,17,Undirected,,,,,11.809955
4,24,Undirected,,,,,13.778281
4,27,Undirected,,,,,12.466063
5,8,Undirected,,,,,7.217195
5,17,Undirected,,,,,3.280543
5,28,Undirected,,,,,3.280543
6,17,Undirected,,,,,5.248869
6,24,Undirected,,,,,7.217195
6,27,Undirected,,,,,5.904977
7,23,Undirected,,,,,31.493213
7,26,Undirected,,,,,32.149321
8,17,Undirected,,,,,7.873303
8,28,Undirected,,,,,7.873303
9,17,Undirected,,,,,3.936652
10,17,Undirected,,,,,34.773756
10,22,Undirected,,,,,34.773756
10,26,Undirected,,,,,34.773756
11,15,Undirected,,,,,6.561086
11,17,Undirected,,,,,6.561086
12,26,Undirected,,,,,4.592760
13,17,Undirected,,,,,4.592760
13,22,Undirected,,,,,4.592760
14,15,Undirected,,,,,3.936652
14,17,Undirected,,,,,7.873303
14,20,Undirected,,,,,8.529412
14,21,Undirected,,,,,7.217195
15,17,Undirected,,,,,7.873303
15,20,Undirected,,,,,8.529412
16,17,Undirected,,,,,4.592760
16,18,Undirected,,,,,4.592760
16,21,Undirected,,,,,7.873303
16,28,Undirected,,,,,4.592760
17,20,Undirected,,,,,17.058824
17,21,Undirected,,,,,21.651584
17,22,Undirected,,,,,7.873303
17,24,Undirected,,,,,5.904977
17,26,Undirected,,,,,3.936652
17,27,Undirected,,,,,4.592760
17,28,Undirected,,,,,3.936652
19,25,Undirected,,,,,1.312217
22,26,Undirected,,,,,3.936652
23,26,Undirected,,,,,3.280543
24,27,Undirected,,,,,6.561086
