Source,Target,Type,Kind,Id,Label,timeset,Weight
18,17,Undirected,,,,,2.624434
44,43,Undirected,,,,,1.640271
58,57,Undirected,,,,,4.920814
114,113,Undirected,,,,,1.476244
115,114,Undirected,,,,,1.476244
116,115,Undirected,,,,,1.476244
146,145,Undirected,,,,,16.402715
268,267,Undirected,,,,,0.000000
269,268,Undirected,,,,,0.000000
270,269,Undirected,,,,,0.000000
271,270,Undirected,,,,,0.000000
272,271,Undirected,,,,,0.000000
282,281,Undirected,,,,,2.187029
283,282,Undirected,,,,,2.187029
298,297,Undirected,,,,,2.624434
352,351,Undirected,,,,,0.328054
356,355,Undirected,,,,,0.328054
113,393,Undirected,,,,,3.444570
267,351,Undirected,,,,,0.328054
351,267,Undirected,,,,,0.328054
393,113,Undirected,,,,,3.444570
44,198,Undirected,,,,,3.608597
58,86,Undirected,,,,,8.201357
86,58,Undirected,,,,,8.201357
184,310,Undirected,,,,,4.592760
198,44,Undirected,,,,,3.608597
198,282,Undirected,,,,,4.155354
268,352,Undirected,,,,,0.328054
282,198,Undirected,,,,,4.155354
310,184,Undirected,,,,,4.592760
352,268,Undirected,,,,,0.328054
17,213,Undirected,,,,,4.592760
213,17,Undirected,,,,,4.592760
213,283,Undirected,,,,,4.155354
227,297,Undirected,,,,,5.248869
283,213,Undirected,,,,,4.155354
297,227,Undirected,,,,,5.248869
4,18,Undirected,,,,,4.592760
18,4,Undirected,,,,,4.592760
271,355,Undirected,,,,,0.328054
355,271,Undirected,,,,,0.328054
272,356,Undirected,,,,,0.328054
356,272,Undirected,,,,,0.328054
