OPK;OPK-2;11;19.7015%
;OPK-1;8;14.3284%
;OPK-9;4;7.16418%
;OPK-5;4.66667;8.35821%
;OPK-3;3;5.37313%
;OPK-8;2.66667;4.77612%
;OPK-4;2.66667;4.77612%
;OPK-7;1.66667;2.98507%;37.6667;67.4627%
UK;UK-4;4.5;8.0597%
;UK-2;4.33333;7.76119%
;UK-8;3;5.37313%
;UK-9;2;3.58209%
;UK-6;1;1.79104%
;UK-5;1;1.79104%
;UK-3;1.33333;2.38806%
;UK-1;1;1.79104%
;UK-7;0;0%;18.1667;32.5373%
