з.е.,Распределение з.е. по курсам и периодам обучения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Курс 1,,,,,,,,,Курс 2,,,,,,,,,Курс 3,,,,,,,,,Курс 4,,,,,,,
19,,{$},,,,{$},,,,,{$},,"Б1.О.17
Операционные системы
[За]
ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-5.1; ОПК-5.2; ОПК-5.3",3,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.21
Разработка компьютерных игр
[За]
ПК-3.1; ПК-3.2; ПК-3.3; ПК-7.1; ПК-7.2; ПК-7.3",3,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
20,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.08
3D-моделирование/Autodesk 3ds Max
[За]
ПК-5.1; ПК-5.2; ПК-5.3; ПК-11.1; ПК-11.2; ПК-11.3",3,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
21,,{$},,,,{$},,"Б1.О.11
Дискретная математика
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3",5,,{$},,,,{$},,"Б1.О.21
Базы данных
[Эк]
ОПК-2.1; ОПК-2.2; ОПК-2.3",4,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.10
Режиссура интерактивных медиа
[За]
ПК-3.1; ПК-3.2; ПК-3.3; ПК-4.1; ПК-4.2; ПК-4.3; ПК-10.1; ПК-10.2; ПК-10.3",3,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
22,,{$},,,,{$},,,,,{$},,"Б1.О.20
Основы проектного менеджмента
[Эк]
УК-2.1; УК-2.2; УК-2.3; УК-3.1; УК-3.2; УК-3.3; ОПК-9.1; ОПК-9.2; ОПК-9.3",4,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.23
Управление проектами и тайм-менеджмент
[За]
ПК-3.1; ПК-3.2; ПК-3.3; ПК-8.1; ПК-8.2; ПК-8.3",2,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
23,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б3.01
выполнение и защита выпускной квалификационной работы
УК-1.1; УК-1.2; УК-1.3; УК-2.1; УК-2.2; УК-2.3; УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3; УК-5.1; УК-5.2; УК-5.3; УК-6.1; УК-6.2; УК-6.3; УК-7.1; УК-7.2; УК-7.3; УК-8.1; УК-8.2; УК-8.3; ОПК-1.1; ОПК-1.2; ОПК-1.3; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-3.1; ОПК-3.2; ОПК-3.3; ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-5.1; ОПК-5.2; ОПК-5.3; ОПК-6.1; ОПК-6.2; ОПК-6.3; ОПК-7.1; ОПК-7.2; ОПК-7.3; ОПК-8.1; ОПК-8.2; ОПК-8.3; ОПК-9.1; ОПК-9.2; ОПК-9.3; ПК-3.1; ПК-1.1; ПК-1.2; ПК-3.2; ПК-1.3; ПК-3.3; ПК-2.1; ПК-4.1; ПК-4.2; ПК-2.2; ПК-2.3; ПК-4.3; ПК-5.1; ПК-9.1; ПК-9.2; ПК-5.2; ПК-5.3; ПК-9.3; ПК-10.1; ПК-6.1; ПК-6.2; ПК-10.2; ПК-6.3; ПК-10.3; ПК-7.1; ПК-11.1; ПК-7.2; ПК-11.2; ПК-7.3; ПК-11.3; ПК-8.1; ПК-8.2; ПК-8.3; УК-9.1; УК-9.2; УК-9.3; УК-10.1; УК-10.2; УК-10.3",9
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.11
Моушн-дизайн
[Эк]
ПК-9.1; ПК-9.2; ПК-9.3; ПК-11.1; ПК-11.2; ПК-11.3",3,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
24,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.01.01
Дисциплины (модули) по выбору 1 (ДВ.1): Медиапланирование
[Эк]
(/ Авторское право в медиа)
ПК-4.1; ПК-4.2; ПК-4.3; ПК-5.1; ПК-5.2; ПК-5.3; ПК-10.1; ПК-10.2; ПК-10.3",5,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,"Б2.В.01(П)
Технологическая (проектно-технологическая) практика
[ЗаО]
ПК-3.1; ПК-3.2; ПК-3.3; ПК-9.1; ПК-5.1; ПК-5.2; ПК-9.2; ПК-5.3; ПК-9.3; ПК-10.1; ПК-10.2; ПК-10.3",6,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
25,,{$},,"Б1.О.13
Эффективная коммуникация
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",3,{$},,,,,{$},,,,{$},,"Б1.О.23
Эконометрика
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3; УК-9.1; УК-9.2; УК-9.3",4,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
26,,{$},,,,{$},,"Б1.О.18
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3",0.5,,{$},,"Б1.О.21
Базы данных
[За, КР]
ОПК-2.1; ОПК-2.2; ОПК-2.3",4,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,"Б1.О.22
Макроэкономика
[Эк]
ОПК-6.1; ОПК-6.2; ОПК-6.3; УК-9.1; УК-9.2; УК-9.3",4,,{$},,,,{$},,,,,{$},,"Б1.В.20
Компьютерный анализ текста
[За]
УК-1.1; УК-1.2; УК-1.3; ПК-4.1; ПК-4.2; ПК-4.3",3,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
27,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
28,,{$},,"Б1.О.18
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3",0.5,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
29,,,,,,{$},,,,,{$},,,,{$},,"Б2.О.02(У)
Технологическая (проектно-технологическая) практика
[ЗаО]
УК-1.1; УК-1.2; УК-1.3; ОПК-1.1; ОПК-1.2; ОПК-1.3",3,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.02.01
Дисциплины (модули) по выбору 2 (ДВ.2): Разработка мобильных приложений
[За]
(/ Интерактивная визуализация данных)
ПК-3.1; ПК-3.2; ПК-3.3; ПК-7.1; ПК-7.2; ПК-7.3",3,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,"ФТД.02
Природа, культура и история Красноярского края
[За]
УК-1.1; УК-1.2; УК-1.3; УК-5.1; УК-5.2; УК-5.3; ПК-1.1; ПК-1.2; ПК-1.3; ПК-2.1; ПК-2.2; ПК-2.3",2,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
30,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,"Б2.О.01(У)
Ознакомительная практика
[ЗаО]
ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-5.1; ОПК-5.2; ОПК-5.3",3,,,,,,{$},,,,,{$},,,,{$},,"ФТД.01
Психология визуального восприятия
[За]
УК-5.1; УК-5.2; УК-5.3; ОПК-8.1; ОПК-8.2; ОПК-8.3; ПК-4.1; ПК-4.2; ПК-4.3; ПК-11.1; ПК-11.2; ПК-11.3",2,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
31,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,"ФТД.03
Иностранный язык в профессиональной деятельности
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",3,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
32,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,"ФТД.03
Иностранный язык в профессиональной деятельности
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",2,{$},,"ФТД.03
Иностранный язык в профессиональной деятельности
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",3
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,"ФТД.03
Иностранный язык в профессиональной деятельности
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",3,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
33,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,{$},,,,{$},,,
34,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,{$},,,
35,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
