OPK;OPK-3;14;22.9508%
;OPK-2;6;9.83607%
;OPK-4;5;8.19672%
;OPK-9;4;6.55738%
;OPK-1;4.33333;7.10383%
;OPK-4.2;2.5;4.09836%
;OPK-4.3;1.33333;2.18579%
;OPK-14;1.5;2.45902%
;OPK-11;1.33333;2.18579%;40;65.5738%
PK;PK-5;3;4.91803%
;PK-4;3;4.91803%;6;9.83607%
UK;UK-4;4;6.55738%
;UK-9;3;4.91803%
;UK-8;3;4.91803%
;UK-6;2;3.27869%
;UK-3;2;3.27869%
;UK-7;1;1.63934%;15;24.5902%
