Id,Label
0,История
1,Администрирован
2,Акмеология
3,Алгебра
4,Аналитическая г
5,Английский язык
6,Аппаратные сред
7,БЖД
8,Проф деят
9,Дискретная мате
10,Дифференциальны
11,Документоведени
12,Дополнительные 
13,Дополнительные 
14,Защита в операц
15,Защита информац
16,Защита программ
17,Ин Яз
18,Информатика
19,Информационные 
20,Искусственный и
21,Исследование оп
22,Комплексная защ
23,Компьютерные се
24,Криптографическ
25,Личностное разв
26,Математическая 
27,Мат Анализ
28,Математическое 
29,Междисциплинарн
30,Методы и средст
31,Модели безопасн
32,Научно-исследов
33,Научно-исследов
34,Ознакомительная
35,Операционные си
36,Организационное
37,Основы информац
38,Основы научных 
39,Основы построен
40,Основы построен
41,Основы стеганог
42,Основы управлен
43,Открытые информ
44,Параллельное пр
45,Подготовка к пр
46,Подготовка к сд
47,Правоведение
48,Прик Физ культ
49,Программно-аппа
50,Сети и системы 
51,Системы управле
52,Теоретико-число
53,Теория вероятно
54,Эффектив реч об
55,Теория информац
56,ТФКП
57,Технологии и ме
58,Управление инфо
59,Учебно-лаборато
60,Физика
61,Физ культ
62,Философия
63,Цифровая обрабо
64,Численные метод
65,Экономическая к
66,Эксплуатационно
67,Электроника и с
68,Языки программи
69,Языки программи
