Id,Label
8,"Выполнение, по"_8
20,Агентное модели_6
29,Алгебра и геоме_1
49,Анализ неструкт_7
61,Архитектура выч_5
73,БЖД_3
85,Проф деят_1
86,Проф деят_2
100,Дискретная мате_2
117,Защита интеллек_5
127,Ин Яз_1
128,Ин Яз_2
129,Ин Яз_3
130,Ин Яз_4
141,Информатика_1
155,История России_1
174,Командный курсо_6
175,Командный курсо_7
189,Компьютерное зр_7
199,Математическая _3
214,Математическая _4
225,Мат Анализ_1
226,Мат Анализ_2
244,Методы искусств_6
257,Методы машинног_5
272,Методы оптимиза_6
287,Моделирование с_7
302,Нейронные сети _8
310,Ознакомительная_2
312,Ознакомительная_4
323,Основы программ_1
324,Основы программ_2
343,Основы профилак_7
351,Прик Физ культ_1
352,Прик Физ культ_2
353,Прик Физ культ_3
354,Прик Физ культ_4
355,Прик Физ культ_5
356,Прик Физ культ_6
368,Статистический _4
383,Теория автомати_5
395,Теория вероятно_3
408,Эффектив реч об_2
425,Теория и технол_5
439,Теория систем_5
440,Теория систем_6
451,Технологии личн_3
469,Управление в ор_7
483,Управление прог_7
498,Управление треб_8
506,Учебная практик_2
508,Учебная практик_4
520,Физика_2
521,Физика_3
533,Физ культ_1
534,Физ культ_2
537,Физ культ_5
538,Физ культ_6
550,Философия_4
567,Экономическая к_7
577,Электротехника _3
578,Электротехника _4
