Id,Label
0,"Выполнение, по"
1,Агентное модели
2,Алгебра и геоме
3,Анализ неструкт
4,Архитектура выч
5,БЖД
6,Проф деят
7,Дискретная мате
8,Защита интеллек
9,Ин Яз
10,Информатика
11,История России
12,Командный курсо
13,Компьютерное зр
14,Математическая 
15,Математическая 
16,Мат Анализ
17,Методы искусств
18,Методы машинног
19,Методы оптимиза
20,Моделирование с
21,Нейронные сети 
22,Ознакомительная
23,Основы программ
24,Основы профилак
25,Прик Физ культ
26,Статистический 
27,Теория автомати
28,Теория вероятно
29,Эффектив реч об
30,Теория и технол
31,Теория систем
32,Технологии личн
33,Управление в ор
34,Управление прог
35,Управление треб
36,Учебная практик
37,Физика
38,Физ культ
39,Философия
40,Экономическая к
41,Электротехника 
