OPK;OPK-1;15;23.622%
;OPK-2;12;18.8976%
;OPK-7;6.5;10.2362%
;OPK-10;6.5;10.2362%;40;62.9921%
UK;UK-6;7;11.0236%
;UK-4;7.5;11.811%
;UK-5;4;6.29921%
;UK-3;4;6.29921%
;UK-7;1;1.5748%;23.5;37.0079%
